90.0,90.0,90.0,90.0,-0.0005295288147281772,-0.00031700042933199726,-0.0005313219751242113
180.0,0.0,180.0,0.0,-0.002681023366353364,0.0013254681662522975,-0.006917166194838594
90.0,90.0,100.0,80.0,-0.0020730767451400045,-0.0001038239677815939,-0.0007489376897735845
90.0,90.0,110.0,70.0,-0.0036908518680086465,-0.00018505089592134495,-0.0010300375882418156
90.0,90.0,120.0,60.0,-0.005311691674403527,-9.317479510673188e-05,-0.001302667403694215
90.0,90.0,130.0,50.0,-0.006825513663302472,2.2426400863599864e-05,-0.0015555335888217904
90.0,90.0,140.0,40.0,-0.008663835461920687,-1.6066415545838246e-06,-0.0018091265458777246
90.0,90.0,150.0,30.0,-0.010533264369446793,2.7442562906775397e-05,-0.002008508657718121
90.0,90.0,160.0,20.0,-0.012493889921455423,2.3468606070276678e-05,-0.0021925090731331133
90.0,90.0,170.0,10.0,-0.014565972547174191,5.7924105870112064e-06,-0.0023409128221783737
90.0,90.0,180.0,0.0,-0.016494277367758683,-9.530173818920296e-05,-0.0025167178661748627
90.0,90.0,80.0,100.0,0.0009774227109796735,-0.0002769730133687523,-0.00018953141947084404
90.0,90.0,70.0,110.0,0.0018154135057794239,-0.00037749764261949377,2.979644630960269e-05
90.0,90.0,60.0,120.0,0.002002475229524362,-0.0004257562102565182,6.471532960565959e-05
90.0,90.0,50.0,130.0,0.0019900623487074656,-0.00038831719074795975,3.867574739525091e-05
90.0,90.0,40.0,140.0,0.0019065372722940628,-0.0002974166538895466,-1.789096490968367e-05
100.0,80.0,90.0,90.0,0.0004935849632839479,-0.00021805191380631667,-0.0008143338927948485
110.0,70.0,90.0,90.0,0.0019186018998406408,0.00024011984042223515,-0.000948906194143467
120.0,60.0,90.0,90.0,0.0033508178899608362,0.0004914068583677464,-0.0011608790452238675
130.0,50.0,90.0,90.0,0.005172828643476894,0.000577316718758086,-0.0014168777586763398
140.0,40.0,90.0,90.0,0.007208419160716433,0.000690551567574264,-0.0016347025765462593
150.0,30.0,90.0,90.0,0.008959677794781047,0.0006928949821032004,-0.0018298912984067667
160.0,20.0,90.0,90.0,0.010962893336961318,0.0007542938852599717,-0.0020117655022099975
170.0,10.0,90.0,90.0,0.013050253576195372,0.0009981219814430592,-0.002164870265813734
180.0,0.0,90.0,90.0,0.014620128493370944,0.0014314391884919884,-0.00227693798907872
80.0,100.0,90.0,90.0,-0.0004119456259007632,-0.0004404442116137375,-0.00042634065585618884
70.0,110.0,90.0,90.0,-0.00010445642135687188,-0.000416976227967894,-0.00043465836285400377
60.0,120.0,90.0,90.0,4.209812816831524e-05,-0.00018314979632542497,-0.00048414208663089355
50.0,130.0,90.0,90.0,-0.00010382732642789365,-0.00012558337832384468,-0.0005006658480225517
40.0,140.0,90.0,90.0,-0.00023781835284574567,-0.0004905189172228484,-0.0005340523072669927
80.0,100.0,100.0,80.0,-0.0020338147984414316,-0.0003406734514079899,-0.0006930066386706833
80.0,100.0,110.0,70.0,-0.003585974968113522,-0.000393126642927101,-0.000981245002154544
80.0,100.0,120.0,60.0,-0.0052407152898989225,-0.00037076098313551753,-0.0012535852064464335
80.0,100.0,130.0,50.0,-0.006770936740754324,-0.0003344798693472585,-0.0014879330188352965
80.0,100.0,140.0,40.0,-0.00844835142154699,-0.00026040505229008156,-0.0017280904658155199
80.0,100.0,150.0,30.0,-0.01031951533853011,-0.00025280671213694317,-0.001950511054829151
80.0,100.0,160.0,20.0,-0.012320369093362963,-0.0002875785381893006,-0.002113733651698496
80.0,100.0,170.0,10.0,-0.014409231073807814,-0.00030269600060197743,-0.0022713153521611317
80.0,100.0,180.0,0.0,-0.01644518433167665,-0.00042411377085172506,-0.0024472522781189493
80.0,100.0,80.0,100.0,0.0009265239257432466,-0.0004464746675858396,-0.0001334286726015821
80.0,100.0,70.0,110.0,0.0015775847307551159,-0.0004961701370368855,6.0472535644288486e-05
80.0,100.0,60.0,120.0,0.0016737692475437826,-0.0004932693671802723,8.231171084822611e-05
80.0,100.0,50.0,130.0,0.0015883400926470193,-0.0004975381849907193,6.593839120729524e-05
80.0,100.0,40.0,140.0,0.0014254247605153172,-0.0004237134131927012,-1.6369137356883715e-05
100.0,80.0,80.0,100.0,0.002230494748644105,-0.00021043864018482808,-0.0004106436069716033
110.0,70.0,80.0,100.0,0.0033568477863428754,0.0002995448812111344,-0.0005716289645330655
120.0,60.0,80.0,100.0,0.004769649368017746,0.0005395966706482556,-0.0007704136111446818
130.0,50.0,80.0,100.0,0.006507790675253995,0.0005903764843040853,-0.0010102036931907154
140.0,40.0,80.0,100.0,0.008445196558023367,0.0006299401693896688,-0.0012432573785140983
150.0,30.0,80.0,100.0,0.01013293124613772,0.0006494859461429552,-0.0014420548658241347
160.0,20.0,80.0,100.0,0.011962508341500096,0.0007821590426148724,-0.0016091829030104423
170.0,10.0,80.0,100.0,0.013978055137461356,0.001029877163803606,-0.0017461282211591147
180.0,0.0,80.0,100.0,0.015746323393644356,0.0012664730757268648,-0.0018498942334988304
70.0,110.0,80.0,100.0,0.001081949461418887,-0.0005302343209245314,-0.00016368142828200594
60.0,120.0,80.0,100.0,0.0012690235674934775,-0.0004464019365648401,-0.000227885569466262
50.0,130.0,80.0,100.0,0.0012439904097368223,-0.0003228693875660912,-0.0002507274733325608
40.0,140.0,80.0,100.0,0.0012511090460950462,-0.00048782441145719756,-0.00028169238971107894
70.0,110.0,100.0,80.0,-0.0016787907845843733,-0.00018770095230180364,-0.0006916627441683229
70.0,110.0,110.0,70.0,-0.0032019563127732094,-0.00024319258958506663,-0.0009896668092703401
70.0,110.0,120.0,60.0,-0.004843596147377369,-0.00026672324531553136,-0.001269229418308382
70.0,110.0,130.0,50.0,-0.006343701965692237,-0.00025163955183793473,-0.0014883724740109223
70.0,110.0,140.0,40.0,-0.008063182351584167,-0.00024941089401988366,-0.0017187743797447265
70.0,110.0,150.0,30.0,-0.009948350450867342,-0.00027836256956653005,-0.0019112101038683538
70.0,110.0,160.0,20.0,-0.011967496202574897,-0.0003059273765912886,-0.002115288590584355
70.0,110.0,170.0,10.0,-0.01410161498125382,-0.00033000255215941094,-0.002272508826291994
70.0,110.0,180.0,0.0,-0.016157862517177376,-0.0005128496520246553,-0.002411716977100042
70.0,110.0,70.0,110.0,0.0017405313218149263,-0.0005859439501456819,2.4037095404127094e-05
70.0,110.0,60.0,120.0,0.00187165663404731,-0.0005993441673867157,6.524526636810959e-05
70.0,110.0,50.0,130.0,0.0017771254064492795,-0.0006011586774236,4.5535252380625645e-05
70.0,110.0,40.0,140.0,0.0016118128773549253,-0.0005653422006290276,-2.9858170128319758e-05
100.0,80.0,70.0,110.0,0.0031507747299172415,-0.0003041038706299124,-0.00015976273227683743
110.0,70.0,70.0,110.0,0.004105740183049562,9.731723330666114e-05,-0.00033377984472600424
120.0,60.0,70.0,110.0,0.005481158396670094,0.0002743289350332796,-0.0005355509054770194
130.0,50.0,70.0,110.0,0.007212442506024758,0.0003367913248180885,-0.0007698947482220537
140.0,40.0,70.0,110.0,0.009085870030050664,0.00036006361014224834,-0.0009961957704287478
150.0,30.0,70.0,110.0,0.010758748198810217,0.0004069070494315499,-0.0011650001985398794
160.0,20.0,70.0,110.0,0.012675587437939392,0.00044422023401397226,-0.001338818018695213
170.0,10.0,70.0,110.0,0.014678377137229214,0.0007355710522588492,-0.0014710730864510519
180.0,0.0,70.0,110.0,0.016355946145684173,0.0010104708769746414,-0.0015768188986719602
60.0,120.0,70.0,110.0,0.00187213064674299,-0.00041728190964213877,-3.5479289215841716e-05
50.0,130.0,70.0,110.0,0.001930258101688058,-0.0003906712700271108,-7.120388084340004e-05
40.0,140.0,70.0,110.0,0.002023876223044653,-0.0005124689315035406,-8.847415492426498e-05
60.0,120.0,100.0,80.0,-0.0015628392676719398,9.356853322078615e-05,-0.0007086825851170398
60.0,120.0,110.0,70.0,-0.0030327332042747904,3.231657051486653e-05,-0.0010002924966298107
60.0,120.0,120.0,60.0,-0.00459909368896838,8.714127408591852e-06,-0.0012753356581763342
60.0,120.0,130.0,50.0,-0.006135111543076621,-1.3943638916327566e-05,-0.0015337925617216403
60.0,120.0,140.0,40.0,-0.007788567134454839,-6.526028486868566e-05,-0.0017477379689865374
60.0,120.0,150.0,30.0,-0.009708708516116504,-0.00014028824953989273,-0.00195674265499424
60.0,120.0,160.0,20.0,-0.011705631291034944,-0.00018322141903849424,-0.0021380385515325125
60.0,120.0,170.0,10.0,-0.01383557635976694,-0.0002316603845838772,-0.0023165743475276426
60.0,120.0,180.0,0.0,-0.0159328262617455,-0.0004925092723596283,-0.002456890662068403
60.0,120.0,60.0,120.0,0.002034190898843354,-0.0004450886998691545,7.03724289890752e-06
60.0,120.0,50.0,130.0,0.0018954200112064527,-0.00045942934719542114,-7.056204300096014e-06
60.0,120.0,40.0,140.0,0.0017319516745626926,-0.0004454405505439947,-7.171465065064497e-05
100.0,80.0,60.0,120.0,0.003360819963516026,-0.0003740386457521272,-9.223118181361233e-05
110.0,70.0,60.0,120.0,0.0043548795863332995,-6.699542973881409e-05,-0.00024492094156761677
120.0,60.0,60.0,120.0,0.005736016369735491,7.502313935669969e-05,-0.00043730585170413504
130.0,50.0,60.0,120.0,0.007460734285075582,0.0001784161410382213,-0.0006686739194279812
140.0,40.0,60.0,120.0,0.009329846882059192,0.00026671463867383185,-0.0008833528850141281
150.0,30.0,60.0,120.0,0.011021184759748693,0.00029863367927631334,-0.0010425392578533798
160.0,20.0,60.0,120.0,0.013054983543745957,0.0003223396754796881,-0.0012131349973058014
170.0,10.0,60.0,120.0,0.015098698857417624,0.0005658376477078368,-0.0013480920724984835
180.0,0.0,60.0,120.0,0.016925213520051188,0.0007549453833554429,-0.0014317086003564428
50.0,130.0,60.0,120.0,0.002087170482117572,-0.00037179415451758964,-1.0690613694823757e-05
40.0,140.0,60.0,120.0,0.002118378866935353,-0.0004128293358048996,-4.199164553477391e-05
50.0,130.0,100.0,80.0,-0.0017437106260394192,7.3581670352261545e-06,-0.0006970841418253726
50.0,130.0,110.0,70.0,-0.0031874322716293523,-2.979844628460973e-05,-0.000981132580449412
